dataset,model_size,milestone,vocab_size,seed,task,split,accuracy,f1,mcc
hybrid_3.7B,20m,1250M,50257,0,boolq,val,0.7104984093319194,0.7821229050279329,0.3616829381775606
hybrid_3.7B,20m,1250M,50257,0,mnli,test,0.7596535914416709,0.7582368826047962,0.6392316919741216
hybrid_3.7B,20m,1250M,50257,0,mnli,val,0.7606376206360927,0.7598700513497203,0.6414402840636526
hybrid_3.7B,20m,1250M,50257,0,mrpc,test,0.7426470588235294,0.8205128205128205,0.37432387437093073
hybrid_3.7B,20m,1250M,50257,0,mrpc,val,0.7465940054495913,0.8194174757281554,0.3997390818175346
hybrid_3.7B,20m,1250M,50257,0,multirc,test,0.6342821782178217,0.5695557174071376,0.2516957118711382
hybrid_3.7B,20m,1250M,50257,0,multirc,val,0.6764811490125673,0.6299794661190965,0.34368671217483215
hybrid_3.7B,20m,1250M,50257,0,qqp,test,0.8806084590650507,0.8404455756453906,0.7453448302898704
hybrid_3.7B,20m,1250M,50257,0,qqp,val,0.8799780129174111,0.8414133711007009,0.7455139837147711
hybrid_3.7B,20m,1250M,50257,0,rte,test,0.5703971119133574,0.6246056782334385,0.16990501375931782
hybrid_3.7B,20m,1250M,50257,0,rte,val,0.6024096385542169,0.6501766784452296,0.2143271636771136
hybrid_3.7B,20m,1250M,50257,0,wsc,test,0.5961538461538461,0.19230769230769232,-0.0067504419574645775
hybrid_3.7B,20m,1250M,50257,0,wsc,val,0.5178571428571429,0.22857142857142856,-0.017409348335546287
hybrid_3.7B,20m,1250M,50257,1,boolq,test,0.6819571865443425,0.7564402810304449,0.3041605896871685
hybrid_3.7B,20m,1250M,50257,1,boolq,val,0.6914103923647932,0.7647534357316087,0.3228264095955734
hybrid_3.7B,20m,1250M,50257,1,mnli,test,0.760570555272542,0.7591419194264151,0.6403996683457331
hybrid_3.7B,20m,1250M,50257,1,mnli,val,0.7624710346056887,0.7618730042700322,0.6441937558673
hybrid_3.7B,20m,1250M,50257,1,mrpc,test,0.7450980392156863,0.8225255972696246,0.37942080103666526
hybrid_3.7B,20m,1250M,50257,1,mrpc,val,0.7656675749318801,0.8352490421455939,0.43955690860186747
hybrid_3.7B,20m,1250M,50257,1,multirc,test,0.6495462046204621,0.592663629824982,0.28517712868636924
hybrid_3.7B,20m,1250M,50257,1,multirc,val,0.6789946140035906,0.6237373737373737,0.34725693785624995
hybrid_3.7B,20m,1250M,50257,1,qqp,test,0.8795201582982933,0.8373894174595227,0.7417428599788297
hybrid_3.7B,20m,1250M,50257,1,qqp,val,0.88107736704686,0.8409483550817864,0.7461464480935336
hybrid_3.7B,20m,1250M,50257,1,rte,test,0.555956678700361,0.5138339920948617,0.10637462513253824
hybrid_3.7B,20m,1250M,50257,1,rte,val,0.5742971887550201,0.5391304347826087,0.14966030057439042
hybrid_3.7B,20m,1250M,50257,1,wsc,test,0.5576923076923077,0.39473684210526316,0.046251993620414676
hybrid_3.7B,20m,1250M,50257,1,wsc,val,0.6071428571428571,0.5416666666666666,0.20423327335800123
hybrid_3.7B,20m,1250M,50257,2,boolq,test,0.6844036697247706,0.77594442032132,0.28845209741499883
hybrid_3.7B,20m,1250M,50257,2,boolq,val,0.6988335100742312,0.7874251497005988,0.32204681096385235
hybrid_3.7B,20m,1250M,50257,2,mnli,test,0.7696383087111563,0.7679823905116029,0.654242714087696
hybrid_3.7B,20m,1250M,50257,2,mnli,val,0.7682259173435869,0.7673317999870841,0.6530259991401411
hybrid_3.7B,20m,1250M,50257,2,mrpc,test,0.7843137254901961,0.8503401360544217,0.4758398730100023
hybrid_3.7B,20m,1250M,50257,2,mrpc,val,0.7574931880108992,0.825147347740668,0.43192966716776715
hybrid_3.7B,20m,1250M,50257,2,multirc,test,0.6666666666666666,0.5798231929277171,0.3090747488151242
hybrid_3.7B,20m,1250M,50257,2,multirc,val,0.6685816876122083,0.5992184107685627,0.32465392844340385
hybrid_3.7B,20m,1250M,50257,2,qqp,test,0.8800890427900074,0.8384861407249466,0.7432089693221116
hybrid_3.7B,20m,1250M,50257,2,qqp,val,0.8836333653978288,0.8442466156562684,0.7515091654721381
hybrid_3.7B,20m,1250M,50257,2,rte,test,0.6028880866425993,0.6071428571428571,0.21079658741327567
hybrid_3.7B,20m,1250M,50257,2,rte,val,0.6265060240963856,0.6172839506172839,0.25308374805798955
hybrid_3.7B,20m,1250M,50257,2,wsc,test,0.40384615384615385,0.3673469387755102,-0.15856029077679656
hybrid_3.7B,20m,1250M,50257,2,wsc,val,0.5357142857142857,0.48,0.062017367294604234
hybrid_3.7B,20m,1500M,50257,0,boolq,test,0.6886850152905198,0.7631456491391345,0.3168327328920107
hybrid_3.7B,20m,1500M,50257,0,boolq,val,0.7009544008483564,0.7765451664025357,0.3380178756693548
hybrid_3.7B,20m,1500M,50257,0,mnli,test,0.7633214467651553,0.7618107322164575,0.6448256880523325
hybrid_3.7B,20m,1500M,50257,0,mnli,val,0.762140001527845,0.7612800802951994,0.643844224748336
hybrid_3.7B,20m,1500M,50257,0,mrpc,test,0.7598039215686274,0.8382838283828383,0.4015811484983588
hybrid_3.7B,20m,1500M,50257,0,mrpc,val,0.7438692098092643,0.8199233716475096,0.38602533884680346
hybrid_3.7B,20m,1500M,50257,0,multirc,test,0.6639851485148515,0.5910118001506403,0.3074999679889402
hybrid_3.7B,20m,1500M,50257,0,multirc,val,0.6865350089766606,0.6292993630573248,0.36236801433308924
hybrid_3.7B,20m,1500M,50257,0,qqp,test,0.8821419737818451,0.8391561181434599,0.7461790660964024
hybrid_3.7B,20m,1500M,50257,0,qqp,val,0.8829187852136869,0.8411988369492284,0.7484810346081563
hybrid_3.7B,20m,1500M,50257,0,rte,test,0.5595667870036101,0.5850340136054422,0.13096727348583537
hybrid_3.7B,20m,1500M,50257,0,rte,val,0.570281124497992,0.5868725868725869,0.14140588201086376
hybrid_3.7B,20m,1500M,50257,0,wsc,test,0.5576923076923077,0.23333333333333334,-0.05077404023220744
hybrid_3.7B,20m,1500M,50257,0,wsc,val,0.48214285714285715,0.2564102564102564,-0.08783645268379453
hybrid_3.7B,20m,1500M,50257,1,boolq,test,0.6663608562691131,0.7318751536003932,0.2903546904760661
hybrid_3.7B,20m,1500M,50257,1,boolq,val,0.6977730646871686,0.7574468085106383,0.3566046055057685
hybrid_3.7B,20m,1500M,50257,1,mnli,test,0.7563932755985736,0.7548596715748547,0.6343156439970511
hybrid_3.7B,20m,1500M,50257,1,mnli,val,0.7609177255481144,0.7600523184748521,0.6419752901020123
hybrid_3.7B,20m,1500M,50257,1,mrpc,test,0.7352941176470589,0.8246753246753247,0.32744405644578867
hybrid_3.7B,20m,1500M,50257,1,mrpc,val,0.7384196185286104,0.8228782287822878,0.3547875787340566
hybrid_3.7B,20m,1500M,50257,1,multirc,test,0.6431518151815182,0.5631313131313131,0.26356470852036895
hybrid_3.7B,20m,1500M,50257,1,multirc,val,0.667145421903052,0.5935992985532661,0.3214721353508383
hybrid_3.7B,20m,1500M,50257,1,qqp,test,0.8805342567400445,0.8389677935587118,0.7440732730763272
hybrid_3.7B,20m,1500M,50257,1,qqp,val,0.8805276899821355,0.8403305785123967,0.7450678354201925
hybrid_3.7B,20m,1500M,50257,1,rte,test,0.5812274368231047,0.5827338129496403,0.16633540529421229
hybrid_3.7B,20m,1500M,50257,1,rte,val,0.6144578313253012,0.6190476190476191,0.2291209672246682
hybrid_3.7B,20m,1500M,50257,1,wsc,test,0.5192307692307693,0.34210526315789475,-0.03668261562998405
hybrid_3.7B,20m,1500M,50257,1,wsc,val,0.5892857142857143,0.5106382978723404,0.16641005886756874
hybrid_3.7B,20m,1500M,50257,2,boolq,test,0.6801223241590214,0.76183970856102,0.2902945751853404
hybrid_3.7B,20m,1500M,50257,2,boolq,val,0.6956521739130435,0.7749019607843137,0.32299159583334164
hybrid_3.7B,20m,1500M,50257,2,mnli,test,0.7676006113092205,0.7662894751219914,0.6510679526536679
hybrid_3.7B,20m,1500M,50257,2,mnli,val,0.7656540449695705,0.7648782436101401,0.649050466114729
hybrid_3.7B,20m,1500M,50257,2,mrpc,test,0.7720588235294118,0.841025641025641,0.4473626791262343
hybrid_3.7B,20m,1500M,50257,2,mrpc,val,0.7602179836512262,0.8260869565217391,0.4414998336322223
hybrid_3.7B,20m,1500M,50257,2,multirc,test,0.654496699669967,0.5734657499363381,0.2859907590397051
hybrid_3.7B,20m,1500M,50257,2,multirc,val,0.6843806104129264,0.6245194361384024,0.3577489048775466
hybrid_3.7B,20m,1500M,50257,2,qqp,test,0.8818946326984912,0.8400710051244265,0.7464582867586158
hybrid_3.7B,20m,1500M,50257,2,qqp,val,0.8839356877834272,0.8439912815397688,0.7516422196638866
hybrid_3.7B,20m,1500M,50257,2,rte,test,0.555956678700361,0.6261398176291794,0.14991472770542402
hybrid_3.7B,20m,1500M,50257,2,rte,val,0.6345381526104418,0.6829268292682927,0.2842530583428931
hybrid_3.7B,20m,1500M,50257,2,wsc,test,0.46153846153846156,0.3170731707317073,-0.12436101237395808
hybrid_3.7B,20m,1500M,50257,2,wsc,val,0.5714285714285714,0.45454545454545453,0.1259541481785924
hybrid_3.7B,20m,1750M,50257,0,boolq,test,0.6788990825688074,0.7447739426349052,0.312275960725059
hybrid_3.7B,20m,1750M,50257,0,boolq,val,0.7242841993637328,0.7822445561139029,0.40709813866773437
hybrid_3.7B,20m,1750M,50257,0,mnli,test,0.7613856342333164,0.7599138450185747,0.6416347323931016
hybrid_3.7B,20m,1750M,50257,0,mnli,val,0.7615288635379797,0.7606397608575447,0.6430675249370539
hybrid_3.7B,20m,1750M,50257,0,mrpc,test,0.7622549019607843,0.836424957841484,0.4165912047654088
hybrid_3.7B,20m,1750M,50257,0,mrpc,val,0.7574931880108992,0.8223552894211577,0.4407186347926045
hybrid_3.7B,20m,1750M,50257,0,multirc,test,0.6485148514851485,0.5827619980411362,0.2793727894178748
hybrid_3.7B,20m,1750M,50257,0,multirc,val,0.6894075403949731,0.637620444072057,0.3688027120102035
hybrid_3.7B,20m,1750M,50257,0,qqp,test,0.8823151125401929,0.8421052631578947,0.7484677661216846
hybrid_3.7B,20m,1750M,50257,0,qqp,val,0.8805276899821355,0.8408100487054602,0.7454698217824746
hybrid_3.7B,20m,1750M,50257,0,rte,test,0.5776173285198556,0.5063291139240507,0.1468369809823235
hybrid_3.7B,20m,1750M,50257,0,rte,val,0.6224899598393574,0.5765765765765766,0.24985253903039462
hybrid_3.7B,20m,1750M,50257,0,wsc,test,0.5769230769230769,0.18518518518518517,-0.0468292905790847
hybrid_3.7B,20m,1750M,50257,0,wsc,val,0.5,0.2631578947368421,-0.04986383946711772
hybrid_3.7B,20m,1750M,50257,1,boolq,test,0.6886850152905198,0.7667277726856095,0.3119085057003694
hybrid_3.7B,20m,1750M,50257,1,boolq,val,0.7062566277836692,0.7799841143764893,0.3507680761723665
hybrid_3.7B,20m,1750M,50257,1,mnli,test,0.7641365257259297,0.7630040320496604,0.6458178565001672
hybrid_3.7B,20m,1750M,50257,1,mnli,val,0.7617835043670902,0.7613057465187149,0.6430798547793967
hybrid_3.7B,20m,1750M,50257,1,mrpc,test,0.7377450980392157,0.8248772504091653,0.33807740136510245
hybrid_3.7B,20m,1750M,50257,1,mrpc,val,0.7302452316076294,0.8163265306122449,0.3355286045391271
hybrid_3.7B,20m,1750M,50257,1,multirc,test,0.6507838283828383,0.5935174069627851,0.2874371643857168
hybrid_3.7B,20m,1750M,50257,1,multirc,val,0.6793536804308797,0.631144155307724,0.3491063879648689
hybrid_3.7B,20m,1750M,50257,1,qqp,test,0.8795943606232995,0.8375383793885997,0.7419379749777162
hybrid_3.7B,20m,1750M,50257,1,qqp,val,0.8823691081489625,0.8419614504098664,0.7483461380264709
hybrid_3.7B,20m,1750M,50257,1,rte,test,0.5631768953068592,0.6182965299684543,0.1545096297843976
hybrid_3.7B,20m,1750M,50257,1,rte,val,0.5823293172690763,0.6413793103448275,0.17606816861659008
hybrid_3.7B,20m,1750M,50257,1,wsc,test,0.5673076923076923,0.34782608695652173,0.02938272002619374
hybrid_3.7B,20m,1750M,50257,1,wsc,val,0.5535714285714286,0.4897959183673469,0.09617529573937933
hybrid_3.7B,20m,1750M,50257,2,boolq,test,0.6798165137614679,0.7538208323536327,0.30090865995703925
hybrid_3.7B,20m,1750M,50257,2,boolq,val,0.6924708377518558,0.7603305785123967,0.3333030499676947
hybrid_3.7B,20m,1750M,50257,2,mnli,test,0.7687213448802853,0.7673036135802062,0.6529119511640198
hybrid_3.7B,20m,1750M,50257,2,mnli,val,0.7687861271676301,0.7681482292362677,0.6535126562668537
hybrid_3.7B,20m,1750M,50257,2,mrpc,test,0.7622549019607843,0.8369747899159664,0.4151231190627809
hybrid_3.7B,20m,1750M,50257,2,mrpc,val,0.771117166212534,0.8333333333333334,0.469010896720343
hybrid_3.7B,20m,1750M,50257,2,multirc,test,0.6623349834983498,0.5902377972465582,0.3044917941871082
hybrid_3.7B,20m,1750M,50257,2,multirc,val,0.6732495511669659,0.6153846153846154,0.33526784224424494
hybrid_3.7B,20m,1750M,50257,2,qqp,test,0.8833539450902795,0.8429988681004061,0.7502917524490685
hybrid_3.7B,20m,1750M,50257,2,qqp,val,0.8847052356740415,0.8455847167519417,0.7537220924193254
hybrid_3.7B,20m,1750M,50257,2,rte,test,0.6209386281588448,0.631578947368421,0.24987157489301612
hybrid_3.7B,20m,1750M,50257,2,rte,val,0.6305220883534136,0.6068376068376068,0.262364010781706
hybrid_3.7B,20m,1750M,50257,2,wsc,test,0.4807692307692308,0.2894736842105263,-0.11961722488038277
hybrid_3.7B,20m,1750M,50257,2,wsc,val,0.5535714285714286,0.4444444444444444,0.08912898723215133
hybrid_3.7B,20m,2000M,50257,0,boolq,test,0.6804281345565749,0.7579337502895529,0.2968100987524878
hybrid_3.7B,20m,2000M,50257,0,boolq,val,0.7136797454931071,0.7829581993569131,0.3708245160896456
hybrid_3.7B,20m,2000M,50257,0,mnli,test,0.7650534895568009,0.7634891761290818,0.6472321031061561
hybrid_3.7B,20m,2000M,50257,0,mnli,val,0.7624201064398666,0.7615025161488749,0.6443731490332094
hybrid_3.7B,20m,2000M,50257,0,mrpc,test,0.7647058823529411,0.8383838383838383,0.4221324174037147
hybrid_3.7B,20m,2000M,50257,0,mrpc,val,0.7438692098092643,0.8192307692307692,0.3880132887154054
hybrid_3.7B,20m,2000M,50257,0,multirc,test,0.6301567656765676,0.5688867516229863,0.24506960254512117
hybrid_3.7B,20m,2000M,50257,0,multirc,val,0.680789946140036,0.6288100208768267,0.35135284199330635
hybrid_3.7B,20m,2000M,50257,0,qqp,test,0.8811773435567648,0.8394814220796578,0.745189929062788
hybrid_3.7B,20m,2000M,50257,0,qqp,val,0.8816545279648207,0.8415513688548719,0.7472434599942603
hybrid_3.7B,20m,2000M,50257,0,rte,test,0.6101083032490975,0.568,0.21504686789757918
hybrid_3.7B,20m,2000M,50257,0,rte,val,0.5903614457831325,0.5277777777777778,0.1861296713656138
hybrid_3.7B,20m,2000M,50257,0,wsc,test,0.5288461538461539,0.19672131147540983,-0.11565643864483731
hybrid_3.7B,20m,2000M,50257,0,wsc,val,0.5,0.2222222222222222,-0.06010025069647601
hybrid_3.7B,20m,2000M,50257,1,boolq,test,0.6819571865443425,0.7720298114861903,0.28422171560899606
hybrid_3.7B,20m,2000M,50257,1,boolq,val,0.6956521739130435,0.7814166031987814,0.3163428141442633
hybrid_3.7B,20m,2000M,50257,1,mnli,test,0.7622007131940907,0.7609880191428485,0.6428838083501043
hybrid_3.7B,20m,2000M,50257,1,mnli,val,0.7633113493417535,0.7628452102919749,0.6454035339619681
hybrid_3.7B,20m,2000M,50257,1,mrpc,test,0.7622549019607843,0.8401976935749588,0.40766447977451054
hybrid_3.7B,20m,2000M,50257,1,mrpc,val,0.7356948228882834,0.8186915887850468,0.3533140625613102
hybrid_3.7B,20m,2000M,50257,1,multirc,test,0.6336633663366337,0.5649191572758452,0.24882173555477588
hybrid_3.7B,20m,2000M,50257,1,multirc,val,0.6822262118491921,0.6377404830126893,0.35562335542356116
hybrid_3.7B,20m,2000M,50257,1,qqp,test,0.8808310660400692,0.838495575221239,0.7440815061211105
hybrid_3.7B,20m,2000M,50257,1,qqp,val,0.8813522055792222,0.8405304569465479,0.7461213814470096
hybrid_3.7B,20m,2000M,50257,1,rte,test,0.555956678700361,0.4581497797356828,0.10027420136480204
hybrid_3.7B,20m,2000M,50257,1,rte,val,0.5662650602409639,0.425531914893617,0.14940626462544562
hybrid_3.7B,20m,2000M,50257,1,wsc,test,0.5096153846153846,0.37037037037037035,-0.028851527313911402
hybrid_3.7B,20m,2000M,50257,1,wsc,val,0.5535714285714286,0.46808510638297873,0.09245003270420485
hybrid_3.7B,20m,2000M,50257,2,boolq,test,0.6813455657492354,0.7544769085768144,0.3050815648993161
hybrid_3.7B,20m,2000M,50257,2,boolq,val,0.6956521739130435,0.7637860082304527,0.3386786079661498
hybrid_3.7B,20m,2000M,50257,2,mnli,test,0.7711665817626082,0.7695270978455468,0.6565383044484061
hybrid_3.7B,20m,2000M,50257,2,mnli,val,0.7708232538005144,0.7699654698886697,0.6568765334512537
hybrid_3.7B,20m,2000M,50257,2,mrpc,test,0.7720588235294118,0.841025641025641,0.4473626791262343
hybrid_3.7B,20m,2000M,50257,2,mrpc,val,0.7493188010899182,0.8217054263565892,0.40525533340354913
hybrid_3.7B,20m,2000M,50257,2,multirc,test,0.6656353135313532,0.5605855245323936,0.3035922376551318
hybrid_3.7B,20m,2000M,50257,2,multirc,val,0.6912028725314183,0.6218117854001759,0.37163105773511595
hybrid_3.7B,20m,2000M,50257,2,qqp,test,0.8824387830818698,0.8420457944235819,0.7485506758086091
hybrid_3.7B,20m,2000M,50257,2,qqp,val,0.884155558609317,0.845304070172863,0.7529192804559508
hybrid_3.7B,20m,2000M,50257,2,rte,test,0.5956678700361011,0.5912408759124088,0.19348107173382162
hybrid_3.7B,20m,2000M,50257,2,rte,val,0.5983935742971888,0.5689655172413793,0.19800307118240978
hybrid_3.7B,20m,2000M,50257,2,wsc,test,0.49038461538461536,0.273972602739726,-0.11783536849452472
hybrid_3.7B,20m,2000M,50257,2,wsc,val,0.5,0.3333333333333333,-0.03396831102433787
hybrid_3.7B,20m,250M,50257,0,boolq,test,0.6844036697247706,0.7669376693766937,0.2977011668790562
hybrid_3.7B,20m,250M,50257,0,boolq,val,0.6988335100742312,0.7812018489984591,0.32622190669306583
hybrid_3.7B,20m,250M,50257,0,mnli,test,0.7439633214467651,0.742683693656511,0.6156166564509498
hybrid_3.7B,20m,250M,50257,0,mnli,val,0.7478801150976547,0.7471323738135283,0.6223429410384815
hybrid_3.7B,20m,250M,50257,0,mrpc,test,0.7254901960784313,0.8187702265372169,0.2978812459786315
hybrid_3.7B,20m,250M,50257,0,mrpc,val,0.7138964577656676,0.8073394495412844,0.2859907500517933
hybrid_3.7B,20m,250M,50257,0,multirc,test,0.6384075907590759,0.5651203175390722,0.25646483575530477
hybrid_3.7B,20m,250M,50257,0,multirc,val,0.6703770197486535,0.6106870229007634,0.32920580845019914
hybrid_3.7B,20m,250M,50257,0,qqp,test,0.8697996537224834,0.8251162790697675,0.721542463205896
hybrid_3.7B,20m,250M,50257,0,qqp,val,0.8727772433695205,0.829809919482334,0.7283859904751643
hybrid_3.7B,20m,250M,50257,0,rte,test,0.49458483754512633,0.4927536231884058,-0.008310249863657521
hybrid_3.7B,20m,250M,50257,0,rte,val,0.5863453815261044,0.582995951417004,0.17265630076585053
hybrid_3.7B,20m,250M,50257,0,wsc,test,0.5769230769230769,0.40540540540540543,0.07748751900686214
hybrid_3.7B,20m,250M,50257,0,wsc,val,0.5714285714285714,0.45454545454545453,0.1259541481785924
hybrid_3.7B,20m,250M,50257,1,boolq,test,0.6712538226299695,0.7498254596229927,0.2779709203890469
hybrid_3.7B,20m,250M,50257,1,boolq,val,0.6808059384941676,0.7582329317269076,0.29679804834535467
hybrid_3.7B,20m,250M,50257,1,mnli,test,0.7470198675496689,0.7462299711492405,0.6206380150817838
hybrid_3.7B,20m,250M,50257,1,mnli,val,0.748949606579919,0.7487506664839215,0.6234774707181455
hybrid_3.7B,20m,250M,50257,1,mrpc,test,0.7230392156862745,0.8253477588871716,0.2721453306372134
hybrid_3.7B,20m,250M,50257,1,mrpc,val,0.6893732970027248,0.7992957746478874,0.1874406987174681
hybrid_3.7B,20m,250M,50257,1,multirc,test,0.6163366336633663,0.5255102040816326,0.2063432749219091
hybrid_3.7B,20m,250M,50257,1,multirc,val,0.6513464991023339,0.5901224145208949,0.2903942932625769
hybrid_3.7B,20m,250M,50257,1,qqp,test,0.8660648033638387,0.8217636022514071,0.7149316577039467
hybrid_3.7B,20m,250M,50257,1,qqp,val,0.8653840868489763,0.8222012487294903,0.7145451294266372
hybrid_3.7B,20m,250M,50257,1,rte,test,0.5451263537906137,0.5333333333333333,0.09058169853914451
hybrid_3.7B,20m,250M,50257,1,rte,val,0.5220883534136547,0.48484848484848486,0.04404988569734323
hybrid_3.7B,20m,250M,50257,1,wsc,test,0.49038461538461536,0.43010752688172044,-0.00384642128414995
hybrid_3.7B,20m,250M,50257,1,wsc,val,0.5892857142857143,0.5964912280701754,0.1877823212270686
hybrid_3.7B,20m,250M,50257,2,boolq,test,0.6691131498470948,0.7428707224334601,0.2816288189161509
hybrid_3.7B,20m,250M,50257,2,boolq,val,0.7009544008483564,0.7684729064039408,0.349383936609061
hybrid_3.7B,20m,250M,50257,2,mnli,test,0.7541518084564443,0.7530420641156425,0.6309354820445906
hybrid_3.7B,20m,250M,50257,2,mnli,val,0.7513941585393802,0.7509747205096332,0.6273071431058408
hybrid_3.7B,20m,250M,50257,2,mrpc,test,0.7254901960784313,0.821656050955414,0.28993885981962736
hybrid_3.7B,20m,250M,50257,2,mrpc,val,0.7166212534059946,0.8129496402877698,0.28318531405055836
hybrid_3.7B,20m,250M,50257,2,multirc,test,0.6167491749174917,0.5483714146815751,0.21558498018553215
hybrid_3.7B,20m,250M,50257,2,multirc,val,0.6649910233393178,0.6017925736235595,0.3178299208580434
hybrid_3.7B,20m,250M,50257,2,qqp,test,0.8675735839722978,0.8223033521407236,0.7169182386914206
hybrid_3.7B,20m,250M,50257,2,qqp,val,0.8720626631853786,0.8297553304319204,0.7276033847576281
hybrid_3.7B,20m,250M,50257,2,rte,test,0.5523465703971119,0.5118110236220472,0.09940223290529573
hybrid_3.7B,20m,250M,50257,2,rte,val,0.5823293172690763,0.5315315315315315,0.16764682785363952
hybrid_3.7B,20m,250M,50257,2,wsc,test,0.49038461538461536,0.273972602739726,-0.11783536849452472
hybrid_3.7B,20m,250M,50257,2,wsc,val,0.5892857142857143,0.46511627906976744,0.16408842322180403
hybrid_3.7B,20m,25M,50257,0,boolq,test,0.6788990825688074,0.7781065088757396,0.2707426141500106
hybrid_3.7B,20m,25M,50257,0,boolq,val,0.6903499469777307,0.7890173410404624,0.2996443664103028
hybrid_3.7B,20m,25M,50257,0,mnli,test,0.6786551197147224,0.6787037292268477,0.5190300174128365
hybrid_3.7B,20m,25M,50257,0,mnli,val,0.6798655496422297,0.6802099114672743,0.5199890642179803
hybrid_3.7B,20m,25M,50257,0,mrpc,test,0.696078431372549,0.802547770700637,0.20001483488127086
hybrid_3.7B,20m,25M,50257,0,mrpc,val,0.7002724795640327,0.802158273381295,0.23564230844371714
hybrid_3.7B,20m,25M,50257,0,multirc,test,0.5684818481848185,0.4992819530876017,0.12019733600958754
hybrid_3.7B,20m,25M,50257,0,multirc,val,0.6387791741472172,0.5804837364470392,0.26559106918552833
hybrid_3.7B,20m,25M,50257,0,qqp,test,0.8061835270838487,0.736303674787993,0.5830924279278761
hybrid_3.7B,20m,25M,50257,0,qqp,val,0.8072832211075993,0.7397372132729567,0.5867362149048433
hybrid_3.7B,20m,25M,50257,0,rte,test,0.49097472924187724,0.3121951219512195,-0.048966846701925
hybrid_3.7B,20m,25M,50257,0,rte,val,0.5220883534136547,0.3567567567567568,0.04897827553170544
hybrid_3.7B,20m,25M,50257,0,wsc,test,0.49038461538461536,0.4175824175824176,-0.014594754957667253
hybrid_3.7B,20m,25M,50257,0,wsc,val,0.44642857142857145,0.45614035087719296,-0.10032206202542021
hybrid_3.7B,20m,25M,50257,1,boolq,test,0.6779816513761467,0.7610619469026548,0.2842585309602226
hybrid_3.7B,20m,25M,50257,1,boolq,val,0.6935312831389183,0.7697211155378486,0.3227736912377169
hybrid_3.7B,20m,25M,50257,1,mnli,test,0.6575649516046868,0.6575535662285581,0.4864617913936447
hybrid_3.7B,20m,25M,50257,1,mnli,val,0.6485192635787222,0.6488980945227134,0.4731093892246157
hybrid_3.7B,20m,25M,50257,1,mrpc,test,0.7009803921568627,0.8200589970501475,0.18498419046491685
hybrid_3.7B,20m,25M,50257,1,mrpc,val,0.6784741144414169,0.805921052631579,0.07363327783045297
hybrid_3.7B,20m,25M,50257,1,multirc,test,0.5796204620462047,0.491263105341987,0.1341301975299948
hybrid_3.7B,20m,25M,50257,1,multirc,val,0.6362657091561938,0.5731142014327855,0.2595860178667124
hybrid_3.7B,20m,25M,50257,1,qqp,test,0.8070986890922582,0.7390678845060056,0.5860748485582419
hybrid_3.7B,20m,25M,50257,1,qqp,val,0.8063762539508039,0.7405443229109122,0.5862095419282725
hybrid_3.7B,20m,25M,50257,1,rte,test,0.51985559566787,0.5333333333333333,0.046128520344000876
hybrid_3.7B,20m,25M,50257,1,rte,val,0.5301204819277109,0.5104602510460251,0.06011025156894049
hybrid_3.7B,20m,25M,50257,1,wsc,test,0.4230769230769231,0.4827586206896552,-0.02305714879553582
hybrid_3.7B,20m,25M,50257,1,wsc,val,0.4642857142857143,0.4642857142857143,-0.06666666666666667
hybrid_3.7B,20m,25M,50257,2,boolq,test,0.6712538226299695,0.7493588249009093,0.27869017974744925
hybrid_3.7B,20m,25M,50257,2,boolq,val,0.6956521739130435,0.7676113360323886,0.33282896942690204
hybrid_3.7B,20m,25M,50257,2,mnli,test,0.6805909322465614,0.6806017510753217,0.5217787055011854
hybrid_3.7B,20m,25M,50257,2,mnli,val,0.6785923454966769,0.6791032593170311,0.5181441587663981
hybrid_3.7B,20m,25M,50257,2,mrpc,test,0.7475490196078431,0.8383045525902669,0.3567114237170319
hybrid_3.7B,20m,25M,50257,2,mrpc,val,0.7084468664850136,0.81195079086116,0.24761433247337908
hybrid_3.7B,20m,25M,50257,2,multirc,test,0.5831270627062707,0.45481521445913137,0.12746288300189487
hybrid_3.7B,20m,25M,50257,2,multirc,val,0.6251346499102334,0.521978021978022,0.23213333244840312
hybrid_3.7B,20m,25M,50257,2,qqp,test,0.8015829829334652,0.7301170771094065,0.5732436054078246
hybrid_3.7B,20m,25M,50257,2,qqp,val,0.80393019101278,0.735346490577237,0.5796385161351809
hybrid_3.7B,20m,25M,50257,2,rte,test,0.5270758122743683,0.5270758122743683,0.05725190839694656
hybrid_3.7B,20m,25M,50257,2,rte,val,0.5381526104417671,0.5525291828793775,0.07675913195175042
hybrid_3.7B,20m,25M,50257,2,wsc,test,0.5096153846153846,0.41379310344827586,0.00384642128414995
hybrid_3.7B,20m,25M,50257,2,wsc,val,0.5178571428571429,0.5423728813559322,0.04938731402832992
hybrid_3.7B,20m,500M,50257,0,boolq,test,0.6868501529051988,0.7626332869726472,0.31147097298059145
hybrid_3.7B,20m,500M,50257,0,boolq,val,0.7020148462354189,0.7768069896743447,0.3411054954134228
hybrid_3.7B,20m,500M,50257,0,mnli,test,0.754763117677025,0.7539855130178227,0.6320549581119843
hybrid_3.7B,20m,500M,50257,0,mnli,val,0.7574800743551221,0.757223665516969,0.6363692616880375
hybrid_3.7B,20m,500M,50257,0,mrpc,test,0.7352941176470589,0.8263665594855305,0.32333101372681833
